,Year,Age,MainOffence,Gender,Ethnicity,Order,Value,Flags
12643,1992,15,"Robbery, Extortion And Related Offences",Male,European,"Supervision, community work",1,NA
12414,1992,15,Sexual Assault And Related Offences,Male,European,"Supervision, community work",1,NA
12922,1992,15,Theft And Related Offences,Male,European,"Supervision, community work",6,NA
12922.1,1992,15,Theft And Related Offences,Male,European,"Supervision, community work",6,NA
12922.2,1992,15,Theft And Related Offences,Male,European,"Supervision, community work",6,NA
12922.3,1992,15,Theft And Related Offences,Male,European,"Supervision, community work",6,NA
12922.4,1992,15,Theft And Related Offences,Male,European,"Supervision, community work",6,NA
12922.5,1992,15,Theft And Related Offences,Male,European,"Supervision, community work",6,NA
12770,1992,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Supervision, community work",6,NA
12770.1,1992,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Supervision, community work",6,NA
12770.2,1992,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Supervision, community work",6,NA
12770.3,1992,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Supervision, community work",6,NA
12770.4,1992,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Supervision, community work",6,NA
12770.5,1992,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Supervision, community work",6,NA
29229,1992,16,"Abduction, Harassment And Other Offences Against The Person",Male,European,Adult sentences,1,NA
28880,1992,16,Acts Intended To Cause Injury,Male,European,Adult sentences,6,NA
28880.1,1992,16,Acts Intended To Cause Injury,Male,European,Adult sentences,6,NA
28880.2,1992,16,Acts Intended To Cause Injury,Male,European,Adult sentences,6,NA
28880.3,1992,16,Acts Intended To Cause Injury,Male,European,Adult sentences,6,NA
28880.4,1992,16,Acts Intended To Cause Injury,Male,European,Adult sentences,6,NA
28880.5,1992,16,Acts Intended To Cause Injury,Male,European,Adult sentences,6,NA
29112,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,Adult sentences,1,NA
29764,1992,16,"Fraud, Deception And Related Offences",Male,European,Adult sentences,6,NA
29764.1,1992,16,"Fraud, Deception And Related Offences",Male,European,Adult sentences,6,NA
29764.2,1992,16,"Fraud, Deception And Related Offences",Male,European,Adult sentences,6,NA
29764.3,1992,16,"Fraud, Deception And Related Offences",Male,European,Adult sentences,6,NA
29764.4,1992,16,"Fraud, Deception And Related Offences",Male,European,Adult sentences,6,NA
29764.5,1992,16,"Fraud, Deception And Related Offences",Male,European,Adult sentences,6,NA
28841,1992,16,Homicide And Related Offences,Male,European,Adult sentences,1,NA
29869,1992,16,Illicit Drug Offences,Male,European,Adult sentences,1,NA
30405,1992,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,European,Adult sentences,1,NA
30042,1992,16,Property Damage And Environmental Pollution,Male,European,Adult sentences,1,NA
30186,1992,16,Public Order Offences,Male,European,Adult sentences,1,NA
29301,1992,16,"Robbery, Extortion And Related Offences",Male,European,Adult sentences,1,NA
29021,1992,16,Sexual Assault And Related Offences,Male,European,Adult sentences,1,NA
29598,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.1,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.2,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.3,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.4,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.5,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.6,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.7,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.8,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.9,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.1,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.11,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.12,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.13,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
29598.14,1992,16,Theft And Related Offences,Male,European,Adult sentences,15,NA
30275,1992,16,Traffic And Vehicle Regulatory Offences,Male,European,Adult sentences,1,NA
29425,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.1,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.2,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.3,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.4,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.5,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.6,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.7,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.8,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.9,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.1,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.11,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.12,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.13,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.14,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.15,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.16,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
29425.17,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Adult sentences,18,NA
28972,1992,16,Acts Intended To Cause Injury,Male,European,"Discharge, admonish",1,NA
29184,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.1,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.2,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.3,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.4,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.5,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.6,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.7,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.8,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.9,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.1,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.11,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.12,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.13,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.14,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.15,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.16,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
29184.17,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",18,NA
30453,1992,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,European,"Discharge, admonish",1,NA
30139,1992,16,Property Damage And Environmental Pollution,Male,European,"Discharge, admonish",1,NA
29072,1992,16,Sexual Assault And Related Offences,Male,European,"Discharge, admonish",1,NA
29713,1992,16,Theft And Related Offences,Male,European,"Discharge, admonish",1,NA
30357,1992,16,Traffic And Vehicle Regulatory Offences,Male,European,"Discharge, admonish",1,NA
29546,1992,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Discharge, admonish",1,NA
29258,1992,16,"Abduction, Harassment And Other Offences Against The Person",Male,European,"Monetary, confiscation, disqualification",1,NA
28948,1992,16,Acts Intended To Cause Injury,Male,European,"Monetary, confiscation, disqualification",1,NA
29158,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.1,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.2,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.3,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.4,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.5,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.6,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.7,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.8,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.9,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.1,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.11,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.12,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.13,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.14,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.15,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.16,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.17,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.18,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.19,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.2,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.21,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.22,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.23,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.24,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.25,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.26,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.27,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.28,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.29,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.3,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.31,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.32,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.33,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.34,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.35,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.36,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
29158.37,1992,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",87,NA
